UNITNO,MAP_SYMBOL,STATE,NAME,AGE,LITH1,LITH2,LITH3
*103,Oh,PENSILVANIA,Hamburg sequence rocks,Ordovician,Shale,Siltstone,Graywacke
*158,Cha,PENSILVANIA,Hardyston Formation,Cambrian,Quartzite,Feldspathic sandstone,Quartz-pebble conglomerate
*106,Ohl,PENSILVANIA,Limestone of Hamburg sequence,Ordovician,Limestone,,
*114,Ojk,PENSILVANIA,Jacksonburg Formation,Ordovician,Shaly limestone,Limestone,
*195,gn,PENSILVANIA,Felsic to mafic gneiss,Precambrian,Felsic gneiss,Intermediate gneiss,Mafic gneiss
*97,Oj,PENSILVANIA,Juniata Formation,Ordovician,Sandstone,Siltstone,Shale
*28,Pcc,PENSILVANIA,Casselman Formation,Pennsylvanian,Shale,Siltstone,Sandstone; limestone; coal
*105,Ohg,PENSILVANIA,Graywacke of Hamburg sequence,Ordovician,Graywacke,,
*192,hg,PENSILVANIA,Hornblende gneiss,Precambrian,Mafic gneiss,,
*105,Ohg,PENSILVANIA,Graywacke of Hamburg sequence,Ordovician,Graywacke,,
*26,Pm,PENSILVANIA,Monongahela Group,Pennsylvanian,Limestone,Shale,Sandstone; coal
*106,Ohl,PENSILVANIA,Limestone of Hamburg sequence,Ordovician,Limestone,,
*147,Clv,PENSILVANIA,Leithsville Formation,Cambrian,Dolomite,Shaly dolomite,Chert; shale
*26,Pm,PENSILVANIA,Monongahela Group,Pennsylvanian,Limestone,Shale,Sandstone; coal
*103,Oh,PENSILVANIA,Hamburg sequence rocks,Ordovician,Shale,Siltstone,Graywacke
*26,Pm,PENSILVANIA,Monongahela Group,Pennsylvanian,Limestone,Shale,Sandstone; coal
*85,DSkt,PENSILVANIA,"Keyser and Tonoloway Formations, undivided",Devonian and Silurian,Limestone,Shale,
*100,Om,PENSILVANIA,Martinsburg Formation,Ordovician,Shale,Siltstone,Slate
*158,Cha,PENSILVANIA,Hardyston Formation,Cambrian,Quartzite,Feldspathic sandstone,Quartz-pebble conglomerate
*103,Oh,PENSILVANIA,Hamburg sequence rocks,Ordovician,Shale,Siltstone,Graywacke
*192,hg,PENSILVANIA,Hornblende gneiss,Precambrian,Mafic gneiss,,
*103,Oh,PENSILVANIA,Hamburg sequence rocks,Ordovician,Shale,Siltstone,Graywacke
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*26,Pm,PENSILVANIA,Monongahela Group,Pennsylvanian,Limestone,Shale,Sandstone; coal
*26,Pm,PENSILVANIA,Monongahela Group,Pennsylvanian,Limestone,Shale,Sandstone; coal
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*106,Ohl,PENSILVANIA,Limestone of Hamburg sequence,Ordovician,Limestone,,
*26,Pm,PENSILVANIA,Monongahela Group,Pennsylvanian,Limestone,Shale,Sandstone; coal
*192,hg,PENSILVANIA,Hornblende gneiss,Precambrian,Mafic gneiss,,
*26,Pm,PENSILVANIA,Monongahela Group,Pennsylvanian,Limestone,Shale,Sandstone; coal
*26,Pm,PENSILVANIA,Monongahela Group,Pennsylvanian,Limestone,Shale,Sandstone; coal
*126,Oe,PENSILVANIA,Epler Formation,Ordovician,Limestone,Dolomite,
*106,Ohl,PENSILVANIA,Limestone of Hamburg sequence,Ordovician,Limestone,,
*192,hg,PENSILVANIA,Hornblende gneiss,Precambrian,Mafic gneiss,,
*26,Pm,PENSILVANIA,Monongahela Group,Pennsylvanian,Limestone,Shale,Sandstone; coal
*195,gn,PENSILVANIA,Felsic to mafic gneiss,Precambrian,Felsic gneiss,Intermediate gneiss,Mafic gneiss
*195,gn,PENSILVANIA,Felsic to mafic gneiss,Precambrian,Felsic gneiss,Intermediate gneiss,Mafic gneiss
*33,Pp,PENSILVANIA,Pottsville Formation,Pennsylvanian,Sandstone,Conglomerate,Shale; siltstone; claystone; limestone; coal
*158,Cha,PENSILVANIA,Hardyston Formation,Cambrian,Quartzite,Feldspathic sandstone,Quartz-pebble conglomerate
*26,Pm,PENSILVANIA,Monongahela Group,Pennsylvanian,Limestone,Shale,Sandstone; coal
*26,Pm,PENSILVANIA,Monongahela Group,Pennsylvanian,Limestone,Shale,Sandstone; coal
*10,Trb,PENSILVANIA,Brunswick Formation,Triassic,Mudstone,Siltstone,Shale; argillite
*26,Pm,PENSILVANIA,Monongahela Group,Pennsylvanian,Limestone,Shale,Sandstone; coal
*26,Pm,PENSILVANIA,Monongahela Group,Pennsylvanian,Limestone,Shale,Sandstone; coal
*26,Pm,PENSILVANIA,Monongahela Group,Pennsylvanian,Limestone,Shale,Sandstone; coal
*192,hg,PENSILVANIA,Hornblende gneiss,Precambrian,Mafic gneiss,,
*158,Cha,PENSILVANIA,Hardyston Formation,Cambrian,Quartzite,Feldspathic sandstone,Quartz-pebble conglomerate
*33,Pp,PENSILVANIA,Pottsville Formation,Pennsylvanian,Sandstone,Conglomerate,Shale; siltstone; claystone; limestone; coal
*158,Cha,PENSILVANIA,Hardyston Formation,Cambrian,Quartzite,Feldspathic sandstone,Quartz-pebble conglomerate
*158,Cha,PENSILVANIA,Hardyston Formation,Cambrian,Quartzite,Feldspathic sandstone,Quartz-pebble conglomerate
*195,gn,PENSILVANIA,Felsic to mafic gneiss,Precambrian,Felsic gneiss,Intermediate gneiss,Mafic gneiss
*192,hg,PENSILVANIA,Hornblende gneiss,Precambrian,Mafic gneiss,,
*195,gn,PENSILVANIA,Felsic to mafic gneiss,Precambrian,Felsic gneiss,Intermediate gneiss,Mafic gneiss
*11,Trfl,PENSILVANIA,Limestone fanglomerate,Triassic,Limestone conglomerate,,
*192,hg,PENSILVANIA,Hornblende gneiss,Precambrian,Mafic gneiss,,
*103,Oh,PENSILVANIA,Hamburg sequence rocks,Ordovician,Shale,Siltstone,Graywacke
*195,gn,PENSILVANIA,Felsic to mafic gneiss,Precambrian,Felsic gneiss,Intermediate gneiss,Mafic gneiss
*33,Pp,PENSILVANIA,Pottsville Formation,Pennsylvanian,Sandstone,Conglomerate,Shale; siltstone; claystone; limestone; coal
*33,Pp,PENSILVANIA,Pottsville Formation,Pennsylvanian,Sandstone,Conglomerate,Shale; siltstone; claystone; limestone; coal
*26,Pm,PENSILVANIA,Monongahela Group,Pennsylvanian,Limestone,Shale,Sandstone; coal
*26,Pm,PENSILVANIA,Monongahela Group,Pennsylvanian,Limestone,Shale,Sandstone; coal
*88,Swm,PENSILVANIA,"Wills Creek Formation through Mifflintown Formation, undivided",Silurian,Calcareous shale,Siltstone,Shale; sandstone; limestone; mudstone
*33,Pp,PENSILVANIA,Pottsville Formation,Pennsylvanian,Sandstone,Conglomerate,Shale; siltstone; claystone; limestone; coal
*188,gg,PENSILVANIA,Graphitic felsic gneiss,Precambrian,Graphitic gneiss,Felsic gneiss,
*158,Cha,PENSILVANIA,Hardyston Formation,Cambrian,Quartzite,Feldspathic sandstone,Quartz-pebble conglomerate
*26,Pm,PENSILVANIA,Monongahela Group,Pennsylvanian,Limestone,Shale,Sandstone; coal
*73,Dbh,PENSILVANIA,"Brallier and Harrell Formations, undivided",Devonian,Siltstone,Shale,Black shale
*26,Pm,PENSILVANIA,Monongahela Group,Pennsylvanian,Limestone,Shale,Sandstone; coal
*126,Oe,PENSILVANIA,Epler Formation,Ordovician,Limestone,Dolomite,
*88,Swm,PENSILVANIA,"Wills Creek Formation through Mifflintown Formation, undivided",Silurian,Calcareous shale,Siltstone,Shale; sandstone; limestone; mudstone
*33,Pp,PENSILVANIA,Pottsville Formation,Pennsylvanian,Sandstone,Conglomerate,Shale; siltstone; claystone; limestone; coal
*26,Pm,PENSILVANIA,Monongahela Group,Pennsylvanian,Limestone,Shale,Sandstone; coal
*192,hg,PENSILVANIA,Hornblende gneiss,Precambrian,Mafic gneiss,,
*75,Dh,PENSILVANIA,Hamilton Group,Devonian,Shale,Siltstone,Black shale; argillaceous limestone; sandstone; limestone; bentonite
*192,hg,PENSILVANIA,Hornblende gneiss,Precambrian,Mafic gneiss,,
*103,Oh,PENSILVANIA,Hamburg sequence rocks,Ordovician,Shale,Siltstone,Graywacke
*106,Ohl,PENSILVANIA,Limestone of Hamburg sequence,Ordovician,Limestone,,
*106,Ohl,PENSILVANIA,Limestone of Hamburg sequence,Ordovician,Limestone,,
*106,Ohl,PENSILVANIA,Limestone of Hamburg sequence,Ordovician,Limestone,,
*33,Pp,PENSILVANIA,Pottsville Formation,Pennsylvanian,Sandstone,Conglomerate,Shale; siltstone; claystone; limestone; coal
*26,Pm,PENSILVANIA,Monongahela Group,Pennsylvanian,Limestone,Shale,Sandstone; coal
*192,hg,PENSILVANIA,Hornblende gneiss,Precambrian,Mafic gneiss,,
*103,Oh,PENSILVANIA,Hamburg sequence rocks,Ordovician,Shale,Siltstone,Graywacke
*26,Pm,PENSILVANIA,Monongahela Group,Pennsylvanian,Limestone,Shale,Sandstone; coal
*26,Pm,PENSILVANIA,Monongahela Group,Pennsylvanian,Limestone,Shale,Sandstone; coal
*103,Oh,PENSILVANIA,Hamburg sequence rocks,Ordovician,Shale,Siltstone,Graywacke
*103,Oh,PENSILVANIA,Hamburg sequence rocks,Ordovician,Shale,Siltstone,Graywacke
*147,Clv,PENSILVANIA,Leithsville Formation,Cambrian,Dolomite,Shaly dolomite,Chert; shale
*105,Ohg,PENSILVANIA,Graywacke of Hamburg sequence,Ordovician,Graywacke,,
*28,Pcc,PENSILVANIA,Casselman Formation,Pennsylvanian,Shale,Siltstone,Sandstone; limestone; coal
*28,Pcc,PENSILVANIA,Casselman Formation,Pennsylvanian,Shale,Siltstone,Sandstone; limestone; coal
*137,Cal,PENSILVANIA,Allentown Formation,Cambrian,Dolomite,Limestone,Calcareous siltstone; chert
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*192,hg,PENSILVANIA,Hornblende gneiss,Precambrian,Mafic gneiss,,
*106,Ohl,PENSILVANIA,Limestone of Hamburg sequence,Ordovician,Limestone,,
*126,Oe,PENSILVANIA,Epler Formation,Ordovician,Limestone,Dolomite,
*34,Mmc,PENSILVANIA,Mauch Chunk Formation,Mississippian,Shale,Siltstone,Sandstone; conglomerate; limestone
*158,Cha,PENSILVANIA,Hardyston Formation,Cambrian,Quartzite,Feldspathic sandstone,Quartz-pebble conglomerate
*8,Jd,PENSILVANIA,Diabase,Jurassic,Diabase,,
*25,PPw,PENSILVANIA,Waynesburg Formation,Permian and Pennsylvanian,Sandstone,Shale,Limestone; coal
*26,Pm,PENSILVANIA,Monongahela Group,Pennsylvanian,Limestone,Shale,Sandstone; coal
*106,Ohl,PENSILVANIA,Limestone of Hamburg sequence,Ordovician,Limestone,,
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*103,Oh,PENSILVANIA,Hamburg sequence rocks,Ordovician,Shale,Siltstone,Graywacke
*91,Sbm,PENSILVANIA,"Bloomsburg and Mifflintown Formations, undivided",Silurian,Shale,Siltstone,Sandstone; limestone; mudstone
*25,PPw,PENSILVANIA,Waynesburg Formation,Permian and Pennsylvanian,Sandstone,Shale,Limestone; coal
*36,Mb,PENSILVANIA,Burgoon Sandstone,Mississippian,Sandstone,Conglomerate,Shale; coal
*28,Pcc,PENSILVANIA,Casselman Formation,Pennsylvanian,Shale,Siltstone,Sandstone; limestone; coal
*94,Sc,PENSILVANIA,Clinton Group,Silurian,Shale,Limestone,Sandstone; ferruginous sandstone
*103,Oh,PENSILVANIA,Hamburg sequence rocks,Ordovician,Shale,Siltstone,Graywacke
*158,Cha,PENSILVANIA,Hardyston Formation,Cambrian,Quartzite,Feldspathic sandstone,Quartz-pebble conglomerate
*103,Oh,PENSILVANIA,Hamburg sequence rocks,Ordovician,Shale,Siltstone,Graywacke
*186,ggd,PENSILVANIA,Felsic and intermediate gneiss,Precambrian,Felsic gneiss,Intermediate gneiss,
*107,Ohjv,PENSILVANIA,Jonestown Volcanic Suite,Ordovician,Andesite,Metadiabase,
*25,PPw,PENSILVANIA,Waynesburg Formation,Permian and Pennsylvanian,Sandstone,Shale,Limestone; coal
*95,St,PENSILVANIA,Tuscarora Formation,Silurian,Quartzite,Quartzitic sandstone,Shale; siltstone; conglomerate
*147,Clv,PENSILVANIA,Leithsville Formation,Cambrian,Dolomite,Shaly dolomite,Chert; shale
*186,ggd,PENSILVANIA,Felsic and intermediate gneiss,Precambrian,Felsic gneiss,Intermediate gneiss,
*43,MDso,PENSILVANIA,"Shenango Formation through Oswayo Formation, undivided",Mississippian and Devonian,Sandstone,Siltstone,Shale
*28,Pcc,PENSILVANIA,Casselman Formation,Pennsylvanian,Shale,Siltstone,Sandstone; limestone; coal
*106,Ohl,PENSILVANIA,Limestone of Hamburg sequence,Ordovician,Limestone,,
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*192,hg,PENSILVANIA,Hornblende gneiss,Precambrian,Mafic gneiss,,
*158,Cha,PENSILVANIA,Hardyston Formation,Cambrian,Quartzite,Feldspathic sandstone,Quartz-pebble conglomerate
*103,Oh,PENSILVANIA,Hamburg sequence rocks,Ordovician,Shale,Siltstone,Graywacke
*106,Ohl,PENSILVANIA,Limestone of Hamburg sequence,Ordovician,Limestone,,
*100,Om,PENSILVANIA,Martinsburg Formation,Ordovician,Shale,Siltstone,Slate
*95,St,PENSILVANIA,Tuscarora Formation,Silurian,Quartzite,Quartzitic sandstone,Shale; siltstone; conglomerate
*25,PPw,PENSILVANIA,Waynesburg Formation,Permian and Pennsylvanian,Sandstone,Shale,Limestone; coal
*28,Pcc,PENSILVANIA,Casselman Formation,Pennsylvanian,Shale,Siltstone,Sandstone; limestone; coal
*192,hg,PENSILVANIA,Hornblende gneiss,Precambrian,Mafic gneiss,,
*28,Pcc,PENSILVANIA,Casselman Formation,Pennsylvanian,Shale,Siltstone,Sandstone; limestone; coal
*106,Ohl,PENSILVANIA,Limestone of Hamburg sequence,Ordovician,Limestone,,
*34,Mmc,PENSILVANIA,Mauch Chunk Formation,Mississippian,Shale,Siltstone,Sandstone; conglomerate; limestone
*26,Pm,PENSILVANIA,Monongahela Group,Pennsylvanian,Limestone,Shale,Sandstone; coal
*26,Pm,PENSILVANIA,Monongahela Group,Pennsylvanian,Limestone,Shale,Sandstone; coal
*26,Pm,PENSILVANIA,Monongahela Group,Pennsylvanian,Limestone,Shale,Sandstone; coal
*192,hg,PENSILVANIA,Hornblende gneiss,Precambrian,Mafic gneiss,,
*192,hg,PENSILVANIA,Hornblende gneiss,Precambrian,Mafic gneiss,,
*103,Oh,PENSILVANIA,Hamburg sequence rocks,Ordovician,Shale,Siltstone,Graywacke
*26,Pm,PENSILVANIA,Monongahela Group,Pennsylvanian,Limestone,Shale,Sandstone; coal
*26,Pm,PENSILVANIA,Monongahela Group,Pennsylvanian,Limestone,Shale,Sandstone; coal
*158,Cha,PENSILVANIA,Hardyston Formation,Cambrian,Quartzite,Feldspathic sandstone,Quartz-pebble conglomerate
*192,hg,PENSILVANIA,Hornblende gneiss,Precambrian,Mafic gneiss,,
*103,Oh,PENSILVANIA,Hamburg sequence rocks,Ordovician,Shale,Siltstone,Graywacke
*34,Mmc,PENSILVANIA,Mauch Chunk Formation,Mississippian,Shale,Siltstone,Sandstone; conglomerate; limestone
*103,Oh,PENSILVANIA,Hamburg sequence rocks,Ordovician,Shale,Siltstone,Graywacke
*26,Pm,PENSILVANIA,Monongahela Group,Pennsylvanian,Limestone,Shale,Sandstone; coal
*103,Oh,PENSILVANIA,Hamburg sequence rocks,Ordovician,Shale,Siltstone,Graywacke
*8,Jd,PENSILVANIA,Diabase,Jurassic,Diabase,,
*28,Pcc,PENSILVANIA,Casselman Formation,Pennsylvanian,Shale,Siltstone,Sandstone; limestone; coal
*158,Cha,PENSILVANIA,Hardyston Formation,Cambrian,Quartzite,Feldspathic sandstone,Quartz-pebble conglomerate
*20,Trs,PENSILVANIA,Stockton Formation,Triassic,Arkosic sandstone,Siltstone,Sandstone; mudstone
*106,Ohl,PENSILVANIA,Limestone of Hamburg sequence,Ordovician,Limestone,,
*106,Ohl,PENSILVANIA,Limestone of Hamburg sequence,Ordovician,Limestone,,
*26,Pm,PENSILVANIA,Monongahela Group,Pennsylvanian,Limestone,Shale,Sandstone; coal
*26,Pm,PENSILVANIA,Monongahela Group,Pennsylvanian,Limestone,Shale,Sandstone; coal
*26,Pm,PENSILVANIA,Monongahela Group,Pennsylvanian,Limestone,Shale,Sandstone; coal
*106,Ohl,PENSILVANIA,Limestone of Hamburg sequence,Ordovician,Limestone,,
*78,Doo,PENSILVANIA,"Onondaga and Old Port Formations, undivided",Devonian,Calcareous shale,Sandstone,Limestone; argillaceous limestone; chert; shale; siliceous siltstone; bentonite
*28,Pcc,PENSILVANIA,Casselman Formation,Pennsylvanian,Shale,Siltstone,Sandstone; limestone; coal
*25,PPw,PENSILVANIA,Waynesburg Formation,Permian and Pennsylvanian,Sandstone,Shale,Limestone; coal
*26,Pm,PENSILVANIA,Monongahela Group,Pennsylvanian,Limestone,Shale,Sandstone; coal
*26,Pm,PENSILVANIA,Monongahela Group,Pennsylvanian,Limestone,Shale,Sandstone; coal
*106,Ohl,PENSILVANIA,Limestone of Hamburg sequence,Ordovician,Limestone,,
*195,gn,PENSILVANIA,Felsic to mafic gneiss,Precambrian,Felsic gneiss,Intermediate gneiss,Mafic gneiss
*26,Pm,PENSILVANIA,Monongahela Group,Pennsylvanian,Limestone,Shale,Sandstone; coal
*113,Ohm,PENSILVANIA,"Hershey and Myerstown Formations, undivided",Ordovician,Argillaceous limestone,Limestone,
*26,Pm,PENSILVANIA,Monongahela Group,Pennsylvanian,Limestone,Shale,Sandstone; coal
*28,Pcc,PENSILVANIA,Casselman Formation,Pennsylvanian,Shale,Siltstone,Sandstone; limestone; coal
*33,Pp,PENSILVANIA,Pottsville Formation,Pennsylvanian,Sandstone,Conglomerate,Shale; siltstone; claystone; limestone; coal
*43,MDso,PENSILVANIA,"Shenango Formation through Oswayo Formation, undivided",Mississippian and Devonian,Sandstone,Siltstone,Shale
*137,Cal,PENSILVANIA,Allentown Formation,Cambrian,Dolomite,Limestone,Calcareous siltstone; chert
*26,Pm,PENSILVANIA,Monongahela Group,Pennsylvanian,Limestone,Shale,Sandstone; coal
*25,PPw,PENSILVANIA,Waynesburg Formation,Permian and Pennsylvanian,Sandstone,Shale,Limestone; coal
*192,hg,PENSILVANIA,Hornblende gneiss,Precambrian,Mafic gneiss,,
*106,Ohl,PENSILVANIA,Limestone of Hamburg sequence,Ordovician,Limestone,,
*26,Pm,PENSILVANIA,Monongahela Group,Pennsylvanian,Limestone,Shale,Sandstone; coal
*158,Cha,PENSILVANIA,Hardyston Formation,Cambrian,Quartzite,Feldspathic sandstone,Quartz-pebble conglomerate
*119,Ob,PENSILVANIA,Beekmantown Group,Ordovician,Limestone,Dolomite,Chert
*26,Pm,PENSILVANIA,Monongahela Group,Pennsylvanian,Limestone,Shale,Sandstone; coal
*36,Mb,PENSILVANIA,Burgoon Sandstone,Mississippian,Sandstone,Conglomerate,Shale; coal
*28,Pcc,PENSILVANIA,Casselman Formation,Pennsylvanian,Shale,Siltstone,Sandstone; limestone; coal
*158,Cha,PENSILVANIA,Hardyston Formation,Cambrian,Quartzite,Feldspathic sandstone,Quartz-pebble conglomerate
*107,Ohjv,PENSILVANIA,Jonestown Volcanic Suite,Ordovician,Andesite,Metadiabase,
*192,hg,PENSILVANIA,Hornblende gneiss,Precambrian,Mafic gneiss,,
*107,Ohjv,PENSILVANIA,Jonestown Volcanic Suite,Ordovician,Andesite,Metadiabase,
*105,Ohg,PENSILVANIA,Graywacke of Hamburg sequence,Ordovician,Graywacke,,
*25,PPw,PENSILVANIA,Waynesburg Formation,Permian and Pennsylvanian,Sandstone,Shale,Limestone; coal
*78,Doo,PENSILVANIA,"Onondaga and Old Port Formations, undivided",Devonian,Calcareous shale,Sandstone,Limestone; argillaceous limestone; chert; shale; siliceous siltstone; bentonite
*106,Ohl,PENSILVANIA,Limestone of Hamburg sequence,Ordovician,Limestone,,
*28,Pcc,PENSILVANIA,Casselman Formation,Pennsylvanian,Shale,Siltstone,Sandstone; limestone; coal
*26,Pm,PENSILVANIA,Monongahela Group,Pennsylvanian,Limestone,Shale,Sandstone; coal
*94,Sc,PENSILVANIA,Clinton Group,Silurian,Shale,Limestone,Sandstone; ferruginous sandstone
*105,Ohg,PENSILVANIA,Graywacke of Hamburg sequence,Ordovician,Graywacke,,
*26,Pm,PENSILVANIA,Monongahela Group,Pennsylvanian,Limestone,Shale,Sandstone; coal
*28,Pcc,PENSILVANIA,Casselman Formation,Pennsylvanian,Shale,Siltstone,Sandstone; limestone; coal
*195,gn,PENSILVANIA,Felsic to mafic gneiss,Precambrian,Felsic gneiss,Intermediate gneiss,Mafic gneiss
*34,Mmc,PENSILVANIA,Mauch Chunk Formation,Mississippian,Shale,Siltstone,Sandstone; conglomerate; limestone
*192,hg,PENSILVANIA,Hornblende gneiss,Precambrian,Mafic gneiss,,
*28,Pcc,PENSILVANIA,Casselman Formation,Pennsylvanian,Shale,Siltstone,Sandstone; limestone; coal
*158,Cha,PENSILVANIA,Hardyston Formation,Cambrian,Quartzite,Feldspathic sandstone,Quartz-pebble conglomerate
*103,Oh,PENSILVANIA,Hamburg sequence rocks,Ordovician,Shale,Siltstone,Graywacke
*127,Ons,PENSILVANIA,"Nittany and Stonehenge/Larke Formations, undivided",Ordovician,Dolomite,Limestone,Chert
*26,Pm,PENSILVANIA,Monongahela Group,Pennsylvanian,Limestone,Shale,Sandstone; coal
*105,Ohg,PENSILVANIA,Graywacke of Hamburg sequence,Ordovician,Graywacke,,
*192,hg,PENSILVANIA,Hornblende gneiss,Precambrian,Mafic gneiss,,
*103,Oh,PENSILVANIA,Hamburg sequence rocks,Ordovician,Shale,Siltstone,Graywacke
*103,Oh,PENSILVANIA,Hamburg sequence rocks,Ordovician,Shale,Siltstone,Graywacke
*43,MDso,PENSILVANIA,"Shenango Formation through Oswayo Formation, undivided",Mississippian and Devonian,Sandstone,Siltstone,Shale
*106,Ohl,PENSILVANIA,Limestone of Hamburg sequence,Ordovician,Limestone,,
*26,Pm,PENSILVANIA,Monongahela Group,Pennsylvanian,Limestone,Shale,Sandstone; coal
*106,Ohl,PENSILVANIA,Limestone of Hamburg sequence,Ordovician,Limestone,,
*26,Pm,PENSILVANIA,Monongahela Group,Pennsylvanian,Limestone,Shale,Sandstone; coal
*195,gn,PENSILVANIA,Felsic to mafic gneiss,Precambrian,Felsic gneiss,Intermediate gneiss,Mafic gneiss
*105,Ohg,PENSILVANIA,Graywacke of Hamburg sequence,Ordovician,Graywacke,,
*195,gn,PENSILVANIA,Felsic to mafic gneiss,Precambrian,Felsic gneiss,Intermediate gneiss,Mafic gneiss
*105,Ohg,PENSILVANIA,Graywacke of Hamburg sequence,Ordovician,Graywacke,,
*26,Pm,PENSILVANIA,Monongahela Group,Pennsylvanian,Limestone,Shale,Sandstone; coal
*192,hg,PENSILVANIA,Hornblende gneiss,Precambrian,Mafic gneiss,,
*98,Obe,PENSILVANIA,Bald Eagle Formation,Ordovician,Sandstone,Siltstone,Shale; conglomerate
*26,Pm,PENSILVANIA,Monongahela Group,Pennsylvanian,Limestone,Shale,Sandstone; coal
*158,Cha,PENSILVANIA,Hardyston Formation,Cambrian,Quartzite,Feldspathic sandstone,Quartz-pebble conglomerate
*119,Ob,PENSILVANIA,Beekmantown Group,Ordovician,Limestone,Dolomite,Chert
*107,Ohjv,PENSILVANIA,Jonestown Volcanic Suite,Ordovician,Andesite,Metadiabase,
*103,Oh,PENSILVANIA,Hamburg sequence rocks,Ordovician,Shale,Siltstone,Graywacke
*158,Cha,PENSILVANIA,Hardyston Formation,Cambrian,Quartzite,Feldspathic sandstone,Quartz-pebble conglomerate
*26,Pm,PENSILVANIA,Monongahela Group,Pennsylvanian,Limestone,Shale,Sandstone; coal
*103,Oh,PENSILVANIA,Hamburg sequence rocks,Ordovician,Shale,Siltstone,Graywacke
*158,Cha,PENSILVANIA,Hardyston Formation,Cambrian,Quartzite,Feldspathic sandstone,Quartz-pebble conglomerate
*158,Cha,PENSILVANIA,Hardyston Formation,Cambrian,Quartzite,Feldspathic sandstone,Quartz-pebble conglomerate
*100,Om,PENSILVANIA,Martinsburg Formation,Ordovician,Shale,Siltstone,Slate
*158,Cha,PENSILVANIA,Hardyston Formation,Cambrian,Quartzite,Feldspathic sandstone,Quartz-pebble conglomerate
*36,Mb,PENSILVANIA,Burgoon Sandstone,Mississippian,Sandstone,Conglomerate,Shale; coal
*118,Oan,PENSILVANIA,Annville Formation,Ordovician,High-calcium limestone,,
*131,Os,PENSILVANIA,Stonehenge Formation,Ordovician,Limestone,"Conglomeratic, siliceous limestone",
*192,hg,PENSILVANIA,Hornblende gneiss,Precambrian,Mafic gneiss,,
*26,Pm,PENSILVANIA,Monongahela Group,Pennsylvanian,Limestone,Shale,Sandstone; coal
*28,Pcc,PENSILVANIA,Casselman Formation,Pennsylvanian,Shale,Siltstone,Sandstone; limestone; coal
*129,Ori,PENSILVANIA,Rickenbach Formation,Ordovician,Dolomite,Chert,
*158,Cha,PENSILVANIA,Hardyston Formation,Cambrian,Quartzite,Feldspathic sandstone,Quartz-pebble conglomerate
*126,Oe,PENSILVANIA,Epler Formation,Ordovician,Limestone,Dolomite,
*106,Ohl,PENSILVANIA,Limestone of Hamburg sequence,Ordovician,Limestone,,
*158,Cha,PENSILVANIA,Hardyston Formation,Cambrian,Quartzite,Feldspathic sandstone,Quartz-pebble conglomerate
*103,Oh,PENSILVANIA,Hamburg sequence rocks,Ordovician,Shale,Siltstone,Graywacke
*114,Ojk,PENSILVANIA,Jacksonburg Formation,Ordovician,Shaly limestone,Limestone,
*123,Oo,PENSILVANIA,Ontelaunee Formation,Ordovician,Dolomite,Limestone,Chert
*107,Ohjv,PENSILVANIA,Jonestown Volcanic Suite,Ordovician,Andesite,Metadiabase,
*106,Ohl,PENSILVANIA,Limestone of Hamburg sequence,Ordovician,Limestone,,
*26,Pm,PENSILVANIA,Monongahela Group,Pennsylvanian,Limestone,Shale,Sandstone; coal
*26,Pm,PENSILVANIA,Monongahela Group,Pennsylvanian,Limestone,Shale,Sandstone; coal
*28,Pcc,PENSILVANIA,Casselman Formation,Pennsylvanian,Shale,Siltstone,Sandstone; limestone; coal
*103,Oh,PENSILVANIA,Hamburg sequence rocks,Ordovician,Shale,Siltstone,Graywacke
*158,Cha,PENSILVANIA,Hardyston Formation,Cambrian,Quartzite,Feldspathic sandstone,Quartz-pebble conglomerate
*34,Mmc,PENSILVANIA,Mauch Chunk Formation,Mississippian,Shale,Siltstone,Sandstone; conglomerate; limestone
*28,Pcc,PENSILVANIA,Casselman Formation,Pennsylvanian,Shale,Siltstone,Sandstone; limestone; coal
*107,Ohjv,PENSILVANIA,Jonestown Volcanic Suite,Ordovician,Andesite,Metadiabase,
*26,Pm,PENSILVANIA,Monongahela Group,Pennsylvanian,Limestone,Shale,Sandstone; coal
*195,gn,PENSILVANIA,Felsic to mafic gneiss,Precambrian,Felsic gneiss,Intermediate gneiss,Mafic gneiss
*103,Oh,PENSILVANIA,Hamburg sequence rocks,Ordovician,Shale,Siltstone,Graywacke
*25,PPw,PENSILVANIA,Waynesburg Formation,Permian and Pennsylvanian,Sandstone,Shale,Limestone; coal
*137,Cal,PENSILVANIA,Allentown Formation,Cambrian,Dolomite,Limestone,Calcareous siltstone; chert
*107,Ohjv,PENSILVANIA,Jonestown Volcanic Suite,Ordovician,Andesite,Metadiabase,
*25,PPw,PENSILVANIA,Waynesburg Formation,Permian and Pennsylvanian,Sandstone,Shale,Limestone; coal
